date,city,city_name,total,houses,non_houses
2018-10-01,Brisbane,Greater Brisbane,1602.0,1208.0,394.0
2018-10-01,Adelaide,Greater Adelaide,775.0,498.0,277.0
2018-10-01,Perth,Greater Perth,1122.0,894.0,228.0
2018-10-01,Hobart,Greater Hobart,151.0,151.0,0.0
2018-10-01,Darwin,Greater Darwin,26.0,23.0,3.0
2018-10-01,ACT,Australian Capital Territory,652.0,133.0,519.0
2018-11-01,Sydney,Greater Sydney,3241.0,1546.0,1695.0
2018-11-01,Melbourne,Greater Melbourne,4119.0,2262.0,1857.0
2018-11-01,Brisbane,Greater Brisbane,1480.0,963.0,517.0
2018-11-01,Adelaide,Greater Adelaide,739.0,564.0,175.0
2018-11-01,Perth,Greater Perth,1062.0,944.0,118.0
2018-11-01,Hobart,Greater Hobart,176.0,170.0,6.0
2018-11-01,Darwin,Greater Darwin,30.0,30.0,0.0
2018-11-01,ACT,Australian Capital Territory,562.0,123.0,439.0
2018-12-01,Sydney,Greater Sydney,2973.0,1213.0,1760.0
2018-12-01,Melbourne,Greater Melbourne,3129.0,1612.0,1517.0
2018-12-01,Brisbane,Greater Brisbane,1233.0,708.0,525.0
2018-12-01,Adelaide,Greater Adelaide,676.0,497.0,179.0
2018-12-01,Perth,Greater Perth,841.0,709.0,132.0
2018-12-01,Hobart,Greater Hobart,124.0,103.0,21.0
2018-12-01,Darwin,Greater Darwin,29.0,15.0,14.0
2018-12-01,ACT,Australian Capital Territory,259.0,75.0,184.0
2019-01-01,Sydney,Greater Sydney,2722.0,1163.0,1559.0
2019-01-01,Melbourne,Greater Melbourne,2707.0,1513.0,1194.0
2019-01-01,Brisbane,Greater Brisbane,1124.0,736.0,388.0
2019-01-01,Adelaide,Greater Adelaide,585.0,430.0,155.0
2019-01-01,Perth,Greater Perth,1136.0,722.0,414.0
2019-01-01,Hobart,Greater Hobart,140.0,110.0,30.0
2019-01-01,Darwin,Greater Darwin,19.0,19.0,0.0
2019-01-01,ACT,Australian Capital Territory,304.0,77.0,227.0
2019-02-01,Sydney,Greater Sydney,4020.0,1270.0,2750.0
2019-02-01,Melbourne,Greater Melbourne,4746.0,2107.0,2639.0
2019-02-01,Brisbane,Greater Brisbane,1345.0,969.0,376.0
2019-02-01,Adelaide,Greater Adelaide,745.0,525.0,220.0
2019-02-01,Perth,Greater Perth,1098.0,786.0,312.0
2019-02-01,Hobart,Greater Hobart,143.0,116.0,27.0
2019-02-01,Darwin,Greater Darwin,18.0,18.0,0.0
2019-02-01,ACT,Australian Capital Territory,259.0,119.0,140.0
2019-03-01,Sydney,Greater Sydney,3180.0,1288.0,1892.0
2019-03-01,Melbourne,Greater Melbourne,4043.0,2041.0,2002.0
2019-03-01,Brisbane,Greater Brisbane,1455.0,964.0,491.0
2019-03-01,Adelaide,Greater Adelaide,787.0,526.0,261.0
2019-03-01,Perth,Greater Perth,1237.0,867.0,370.0
2019-03-01,Hobart,Greater Hobart,161.0,131.0,30.0
2019-03-01,Darwin,Greater Darwin,44.0,20.0,24.0
2019-03-01,ACT,Australian Capital Territory,795.0,106.0,689.0
2019-04-01,Sydney,Greater Sydney,2960.0,1045.0,1915.0
2019-04-01,Melbourne,Greater Melbourne,2870.0,1707.0,1163.0
2019-04-01,Brisbane,Greater Brisbane,1538.0,812.0,726.0
2019-04-01,Adelaide,Greater Adelaide,743.0,505.0,238.0
2019-04-01,Perth,Greater Perth,1036.0,811.0,225.0
2019-04-01,Hobart,Greater Hobart,133.0,109.0,24.0
2019-04-01,Darwin,Greater Darwin,22.0,22.0,0.0
2019-04-01,ACT,Australian Capital Territory,678.0,71.0,607.0
2019-05-01,Sydney,Greater Sydney,3645.0,1432.0,2213.0
2019-05-01,Melbourne,Greater Melbourne,3844.0,2133.0,1711.0
2019-05-01,Brisbane,Greater Brisbane,1631.0,976.0,655.0
2019-05-01,Adelaide,Greater Adelaide,851.0,689.0,162.0
2019-05-01,Perth,Greater Perth,1268.0,888.0,380.0
2019-05-01,Hobart,Greater Hobart,146.0,134.0,12.0
2019-05-01,Darwin,Greater Darwin,60.0,57.0,3.0
2019-05-01,ACT,Australian Capital Territory,190.0,81.0,109.0
2019-06-01,Sydney,Greater Sydney,2786.0,1240.0,1546.0
2019-06-01,Melbourne,Greater Melbourne,3783.0,1909.0,1874.0
2019-06-01,Brisbane,Greater Brisbane,1466.0,976.0,490.0
2019-06-01,Adelaide,Greater Adelaide,808.0,574.0,234.0
2019-06-01,Perth,Greater Perth,971.0,780.0,191.0
2019-06-01,Hobart,Greater Hobart,99.0,89.0,10.0
2019-06-01,Darwin,Greater Darwin,41.0,40.0,1.0
2019-06-01,ACT,Australian Capital Territory,239.0,96.0,143.0
2019-07-01,Sydney,Greater Sydney,2914.0,1599.0,1315.0
2019-07-01,Melbourne,Greater Melbourne,3255.0,2051.0,1204.0
2019-07-01,Brisbane,Greater Brisbane,1643.0,1077.0,566.0
2019-07-01,Adelaide,Greater Adelaide,1103.0,564.0,539.0
2019-07-01,Perth,Greater Perth,1073.0,800.0,273.0
2019-07-01,Hobart,Greater Hobart,144.0,142.0,2.0
2019-07-01,Darwin,Greater Darwin,35.0,33.0,2.0
2019-07-01,ACT,Australian Capital Territory,166.0,92.0,74.0
2019-08-01,Sydney,Greater Sydney,2637.0,1227.0,1410.0
2019-08-01,Melbourne,Greater Melbourne,3526.0,2191.0,1335.0
2019-08-01,Brisbane,Greater Brisbane,1230.0,883.0,347.0
2019-08-01,Adelaide,Greater Adelaide,768.0,580.0,188.0
2019-08-01,Perth,Greater Perth,1412.0,762.0,650.0
2019-08-01,Hobart,Greater Hobart,190.0,164.0,26.0
2019-08-01,Darwin,Greater Darwin,26.0,25.0,1.0
2019-08-01,ACT,Australian Capital Territory,248.0,109.0,139.0
2019-09-01,Sydney,Greater Sydney,2604.0,1126.0,1478.0
2019-09-01,Melbourne,Greater Melbourne,3538.0,2066.0,1472.0
2019-09-01,Brisbane,Greater Brisbane,1420.0,988.0,432.0
2019-09-01,Adelaide,Greater Adelaide,812.0,505.0,307.0
2019-09-01,Perth,Greater Perth,869.0,770.0,99.0
2019-09-01,Hobart,Greater Hobart,139.0,123.0,16.0
2019-09-01,Darwin,Greater Darwin,28.0,24.0,4.0
2019-09-01,ACT,Australian Capital Territory,982.0,116.0,866.0
2019-10-01,Sydney,Greater Sydney,1977.0,1131.0,846.0
2019-10-01,Melbourne,Greater Melbourne,4289.0,2110.0,2179.0
2019-10-01,Brisbane,Greater Brisbane,1994.0,1114.0,880.0
2019-10-01,Adelaide,Greater Adelaide,1005.0,661.0,344.0
2019-10-01,Perth,Greater Perth,1113.0,849.0,264.0
2019-10-01,Hobart,Greater Hobart,118.0,93.0,25.0
2019-10-01,Darwin,Greater Darwin,18.0,18.0,0.0
2019-10-01,ACT,Australian Capital Territory,213.0,117.0,96.0
2019-11-01,Sydney,Greater Sydney,4055.0,1181.0,2874.0
2019-11-01,Melbourne,Greater Melbourne,4022.0,2329.0,1693.0
2019-11-01,Brisbane,Greater Brisbane,1543.0,1052.0,491.0
2019-11-01,Adelaide,Greater Adelaide,1068.0,569.0,499.0
2019-11-01,Perth,Greater Perth,1008.0,863.0,145.0
2019-11-01,Hobart,Greater Hobart,140.0,84.0,56.0
2019-11-01,Darwin,Greater Darwin,20.0,20.0,0.0
2019-11-01,ACT,Australian Capital Territory,208.0,120.0,88.0
2019-12-01,Sydney,Greater Sydney,2656.0,1116.0,1540.0
2019-12-01,Melbourne,Greater Melbourne,5304.0,1778.0,3526.0
2019-12-01,Brisbane,Greater Brisbane,1011.0,813.0,198.0
2019-12-01,Adelaide,Greater Adelaide,725.0,489.0,236.0
2019-12-01,Perth,Greater Perth,902.0,745.0,157.0
2019-12-01,Hobart,Greater Hobart,97.0,69.0,28.0
2019-12-01,Darwin,Greater Darwin,25.0,23.0,2.0
2019-12-01,ACT,Australian Capital Territory,714.0,83.0,631.0
2020-01-01,Sydney,Greater Sydney,2174.0,754.0,1420.0
2020-01-01,Melbourne,Greater Melbourne,2746.0,1671.0,1075.0
2020-01-01,Brisbane,Greater Brisbane,1095.0,743.0,352.0
2020-01-01,Adelaide,Greater Adelaide,563.0,455.0,108.0
2020-01-01,Perth,Greater Perth,838.0,727.0,111.0
2020-01-01,Hobart,Greater Hobart,102.0,102.0,0.0
2020-01-01,Darwin,Greater Darwin,15.0,13.0,2.0
2020-01-01,ACT,Australian Capital Territory,436.0,79.0,357.0
2020-02-01,Sydney,Greater Sydney,3145.0,1115.0,2030.0
2020-02-01,Melbourne,Greater Melbourne,5931.0,2200.0,3731.0
2020-02-01,Brisbane,Greater Brisbane,1445.0,1093.0,352.0
2020-02-01,Adelaide,Greater Adelaide,826.0,573.0,253.0
2020-02-01,Perth,Greater Perth,987.0,811.0,176.0
2020-02-01,Hobart,Greater Hobart,138.0,138.0,0.0
2020-02-01,Darwin,Greater Darwin,22.0,22.0,0.0
2020-02-01,ACT,Australian Capital Territory,198.0,96.0,102.0
2020-03-01,Sydney,Greater Sydney,4210.0,1506.0,2704.0
2020-03-01,Melbourne,Greater Melbourne,4124.0,2193.0,1931.0
2020-03-01,Brisbane,Greater Brisbane,1531.0,974.0,557.0
2020-03-01,Adelaide,Greater Adelaide,752.0,550.0,202.0
2020-03-01,Perth,Greater Perth,1004.0,775.0,229.0
2020-03-01,Hobart,Greater Hobart,131.0,123.0,8.0
2020-03-01,Darwin,Greater Darwin,26.0,26.0,0.0
2020-03-01,ACT,Australian Capital Territory,342.0,124.0,218.0
2020-04-01,Sydney,Greater Sydney,2618.0,1187.0,1431.0
2020-04-01,Melbourne,Greater Melbourne,4426.0,2303.0,2123.0
2020-04-01,Brisbane,Greater Brisbane,1394.0,925.0,469.0
2020-04-01,Adelaide,Greater Adelaide,865.0,583.0,282.0
2020-04-01,Perth,Greater Perth,1139.0,823.0,316.0
2020-04-01,Hobart,Greater Hobart,166.0,160.0,6.0
2020-04-01,Darwin,Greater Darwin,58.0,28.0,30.0
2020-04-01,ACT,Australian Capital Territory,907.0,95.0,812.0
2020-05-01,Sydney,Greater Sydney,2748.0,1507.0,1241.0
2020-05-01,Melbourne,Greater Melbourne,3742.0,2197.0,1545.0
2020-05-01,Brisbane,Greater Brisbane,1597.0,901.0,696.0
2020-05-01,Adelaide,Greater Adelaide,865.0,628.0,237.0
2020-05-01,Perth,Greater Perth,1202.0,816.0,386.0
2020-05-01,Hobart,Greater Hobart,108.0,102.0,6.0
2020-05-01,Darwin,Greater Darwin,26.0,24.0,2.0
2020-05-01,ACT,Australian Capital Territory,131.0,122.0,9.0
2020-06-01,Sydney,Greater Sydney,2194.0,1241.0,953.0
2020-06-01,Melbourne,Greater Melbourne,3551.0,2131.0,1420.0
2020-06-01,Brisbane,Greater Brisbane,1397.0,1014.0,383.0
2020-06-01,Adelaide,Greater Adelaide,822.0,576.0,246.0
2020-06-01,Perth,Greater Perth,965.0,798.0,167.0
2020-06-01,Hobart,Greater Hobart,119.0,118.0,1.0
2020-06-01,Darwin,Greater Darwin,103.0,28.0,75.0
2020-06-01,ACT,Australian Capital Territory,383.0,90.0,293.0
2020-07-01,Sydney,Greater Sydney,3232.0,1440.0,1792.0
2020-07-01,Melbourne,Greater Melbourne,4933.0,2561.0,2372.0
2020-07-01,Brisbane,Greater Brisbane,1644.0,977.0,667.0
2020-07-01,Adelaide,Greater Adelaide,675.0,526.0,149.0
2020-07-01,Perth,Greater Perth,991.0,890.0,101.0
2020-07-01,Hobart,Greater Hobart,185.0,154.0,31.0
2020-07-01,Darwin,Greater Darwin,26.0,26.0,0.0
2020-07-01,ACT,Australian Capital Territory,518.0,109.0,409.0
2020-08-01,Sydney,Greater Sydney,2278.0,1389.0,889.0
2020-08-01,Melbourne,Greater Melbourne,4272.0,2265.0,2007.0
2020-08-01,Brisbane,Greater Brisbane,1455.0,990.0,465.0
2020-08-01,Adelaide,Greater Adelaide,705.0,546.0,159.0
2020-08-01,Perth,Greater Perth,1095.0,1006.0,89.0
2020-08-01,Hobart,Greater Hobart,120.0,120.0,0.0
2020-08-01,Darwin,Greater Darwin,26.0,26.0,0.0
2020-08-01,ACT,Australian Capital Territory,344.0,89.0,255.0
2020-09-01,Sydney,Greater Sydney,2571.0,1478.0,1093.0
2020-09-01,Melbourne,Greater Melbourne,4660.0,2417.0,2243.0
2020-09-01,Brisbane,Greater Brisbane,2176.0,1217.0,959.0
2020-09-01,Adelaide,Greater Adelaide,808.0,636.0,172.0
2020-09-01,Perth,Greater Perth,1596.0,1211.0,385.0
2020-09-01,Hobart,Greater Hobart,142.0,140.0,2.0
2020-09-01,Darwin,Greater Darwin,35.0,33.0,2.0
2020-09-01,ACT,Australian Capital Territory,278.0,101.0,177.0
2020-10-01,Sydney,Greater Sydney,3742.0,1414.0,2328.0
2020-10-01,Melbourne,Greater Melbourne,3997.0,2440.0,1557.0
2020-10-01,Brisbane,Greater Brisbane,1848.0,1312.0,536.0
2020-10-01,Adelaide,Greater Adelaide,773.0,633.0,140.0
2020-10-01,Perth,Greater Perth,2217.0,1657.0,560.0
2020-10-01,Hobart,Greater Hobart,111.0,111.0,0.0
2020-10-01,Darwin,Greater Darwin,45.0,45.0,0.0
2020-10-01,ACT,Australian Capital Territory,418.0,83.0,335.0
2020-11-01,Sydney,Greater Sydney,3871.0,1395.0,2476.0
2020-11-01,Melbourne,Greater Melbourne,3484.0,2261.0,1223.0
2020-11-01,Brisbane,Greater Brisbane,2020.0,1514.0,506.0
2020-11-01,Adelaide,Greater Adelaide,1013.0,693.0,320.0
2020-11-01,Perth,Greater Perth,1934.0,1753.0,181.0
2020-11-01,Hobart,Greater Hobart,123.0,105.0,18.0
2020-11-01,Darwin,Greater Darwin,50.0,50.0,0.0
2020-11-01,ACT,Australian Capital Territory,533.0,123.0,410.0
2020-12-01,Sydney,Greater Sydney,3096.0,1437.0,1659.0
2020-12-01,Melbourne,Greater Melbourne,3212.0,2016.0,1196.0
2020-12-01,Brisbane,Greater Brisbane,1924.0,1289.0,635.0
2020-12-01,Adelaide,Greater Adelaide,1012.0,757.0,255.0
2020-12-01,Perth,Greater Perth,1969.0,1672.0,297.0
2020-12-01,Hobart,Greater Hobart,167.0,167.0,0.0
2020-12-01,Darwin,Greater Darwin,55.0,55.0,0.0
2020-12-01,ACT,Australian Capital Territory,489.0,144.0,345.0
2021-01-01,Sydney,Greater Sydney,2724.0,1017.0,1707.0
2021-01-01,Melbourne,Greater Melbourne,2455.0,1619.0,836.0
2021-01-01,Brisbane,Greater Brisbane,1371.0,977.0,394.0
2021-01-01,Adelaide,Greater Adelaide,912.0,653.0,259.0
2021-01-01,Perth,Greater Perth,1587.0,1440.0,147.0
2021-01-01,Hobart,Greater Hobart,110.0,110.0,0.0
2021-01-01,Darwin,Greater Darwin,24.0,24.0,0.0
2021-01-01,ACT,Australian Capital Territory,251.0,80.0,171.0
2021-02-01,Sydney,Greater Sydney,3209.0,1444.0,1765.0
2021-02-01,Melbourne,Greater Melbourne,4073.0,2640.0,1433.0
2021-02-01,Brisbane,Greater Brisbane,2042.0,1575.0,467.0
2021-02-01,Adelaide,Greater Adelaide,1125.0,914.0,211.0
2021-02-01,Perth,Greater Perth,2384.0,1972.0,412.0
2021-02-01,Hobart,Greater Hobart,200.0,170.0,30.0
2021-02-01,Darwin,Greater Darwin,59.0,59.0,0.0
2021-02-01,ACT,Australian Capital Territory,405.0,126.0,279.0
2021-03-01,Sydney,Greater Sydney,4253.0,1580.0,2673.0
2021-03-01,Melbourne,Greater Melbourne,5662.0,3135.0,2527.0
2021-03-01,Brisbane,Greater Brisbane,2408.0,1760.0,648.0
2021-03-01,Adelaide,Greater Adelaide,1280.0,1062.0,218.0
2021-03-01,Perth,Greater Perth,2421.0,2324.0,97.0
2021-03-01,Hobart,Greater Hobart,194.0,192.0,2.0
2021-03-01,Darwin,Greater Darwin,71.0,71.0,0.0
2021-03-01,ACT,Australian Capital Territory,892.0,189.0,703.0
2021-04-01,Sydney,Greater Sydney,4774.0,1700.0,3074.0
2021-04-01,Melbourne,Greater Melbourne,4040.0,2894.0,1146.0
2021-04-01,Brisbane,Greater Brisbane,2268.0,1468.0,800.0
2021-04-01,Adelaide,Greater Adelaide,892.0,788.0,104.0
2021-04-01,Perth,Greater Perth,2422.0,1929.0,493.0
2021-04-01,Hobart,Greater Hobart,186.0,168.0,18.0
2021-04-01,Darwin,Greater Darwin,58.0,56.0,2.0
2021-04-01,ACT,Australian Capital Territory,313.0,150.0,163.0
2021-05-01,Sydney,Greater Sydney,4633.0,1905.0,2728.0
2021-05-01,Melbourne,Greater Melbourne,4356.0,2785.0,1571.0
2021-05-01,Brisbane,Greater Brisbane,2242.0,1531.0,711.0
2021-05-01,Adelaide,Greater Adelaide,1116.0,853.0,263.0
2021-05-01,Perth,Greater Perth,2570.0,1775.0,795.0
2021-05-01,Hobart,Greater Hobart,168.0,164.0,4.0
2021-05-01,Darwin,Greater Darwin,35.0,33.0,2.0
2021-05-01,ACT,Australian Capital Territory,249.0,132.0,117.0
2021-06-01,Sydney,Greater Sydney,3616.0,1588.0,2028.0
2021-06-01,Melbourne,Greater Melbourne,5276.0,2893.0,2383.0
2021-06-01,Brisbane,Greater Brisbane,1864.0,1386.0,478.0
2021-06-01,Adelaide,Greater Adelaide,1188.0,996.0,192.0
2021-06-01,Perth,Greater Perth,1730.0,1534.0,196.0
2021-06-01,Hobart,Greater Hobart,192.0,114.0,78.0
2021-06-01,Darwin,Greater Darwin,29.0,29.0,0.0
2021-06-01,ACT,Australian Capital Territory,327.0,127.0,200.0
2021-07-01,Sydney,Greater Sydney,3490.0,1478.0,2012.0
2021-07-01,Melbourne,Greater Melbourne,4477.0,2771.0,1706.0
2021-07-01,Brisbane,Greater Brisbane,2336.0,1431.0,905.0
2021-07-01,Adelaide,Greater Adelaide,921.0,751.0,170.0
2021-07-01,Perth,Greater Perth,1457.0,1342.0,115.0
2021-07-01,Hobart,Greater Hobart,182.0,99.0,83.0
2021-07-01,Darwin,Greater Darwin,37.0,30.0,7.0
2021-07-01,ACT,Australian Capital Territory,183.0,122.0,61.0
2021-08-01,Sydney,Greater Sydney,3156.0,1597.0,1559.0
2021-08-01,Melbourne,Greater Melbourne,5153.0,2930.0,2223.0
2021-08-01,Brisbane,Greater Brisbane,2367.0,1265.0,1102.0
2021-08-01,Adelaide,Greater Adelaide,1026.0,765.0,261.0
2021-08-01,Perth,Greater Perth,1823.0,1252.0,571.0
2021-08-01,Hobart,Greater Hobart,142.0,129.0,13.0
2021-08-01,Darwin,Greater Darwin,11.0,9.0,2.0
2021-08-01,ACT,Australian Capital Territory,324.0,110.0,214.0
2021-09-01,Sydney,Greater Sydney,4864.0,1425.0,3439.0
2021-09-01,Melbourne,Greater Melbourne,4550.0,2492.0,2058.0
2021-09-01,Brisbane,Greater Brisbane,2172.0,1273.0,899.0
2021-09-01,Adelaide,Greater Adelaide,893.0,689.0,204.0
2021-09-01,Perth,Greater Perth,1493.0,1175.0,318.0
2021-09-01,Hobart,Greater Hobart,113.0,108.0,5.0
2021-09-01,Darwin,Greater Darwin,33.0,27.0,6.0
2021-09-01,ACT,Australian Capital Territory,741.0,160.0,581.0
2021-10-01,Sydney,Greater Sydney,3014.0,1319.0,1695.0
2021-10-01,Melbourne,Greater Melbourne,4338.0,2540.0,1798.0
2021-10-01,Brisbane,Greater Brisbane,1584.0,1147.0,437.0
2021-10-01,Adelaide,Greater Adelaide,746.0,585.0,161.0
2021-10-01,Perth,Greater Perth,1368.0,1246.0,122.0
2021-10-01,Hobart,Greater Hobart,81.0,76.0,5.0
2021-10-01,Darwin,Greater Darwin,17.0,15.0,2.0
2021-10-01,ACT,Australian Capital Territory,376.0,156.0,220.0
2021-11-01,Sydney,Greater Sydney,2466.0,1489.0,977.0
2021-11-01,Melbourne,Greater Melbourne,4971.0,2516.0,2455.0
2021-11-01,Brisbane,Greater Brisbane,1947.0,1187.0,760.0
2021-11-01,Adelaide,Greater Adelaide,1021.0,785.0,236.0
2021-11-01,Perth,Greater Perth,1445.0,1267.0,178.0
2021-11-01,Hobart,Greater Hobart,172.0,98.0,74.0
2021-11-01,Darwin,Greater Darwin,24.0,24.0,0.0
2021-11-01,ACT,Australian Capital Territory,475.0,179.0,296.0
2021-12-01,Sydney,Greater Sydney,3324.0,1277.0,2047.0
2021-12-01,Melbourne,Greater Melbourne,4255.0,1850.0,2405.0
2021-12-01,Brisbane,Greater Brisbane,1340.0,899.0,441.0
2021-12-01,Adelaide,Greater Adelaide,923.0,601.0,322.0
2021-12-01,Perth,Greater Perth,1153.0,1051.0,102.0
2021-12-01,Hobart,Greater Hobart,128.0,128.0,0.0
2021-12-01,Darwin,Greater Darwin,16.0,16.0,0.0
2021-12-01,ACT,Australian Capital Territory,1065.0,163.0,902.0
2022-01-01,Sydney,Greater Sydney,1949.0,764.0,1185.0
2022-01-01,Melbourne,Greater Melbourne,2372.0,1204.0,1168.0
2022-01-01,Brisbane,Greater Brisbane,1545.0,817.0,728.0
2022-01-01,Adelaide,Greater Adelaide,464.0,396.0,68.0
2022-01-01,Perth,Greater Perth,793.0,775.0,18.0
2022-01-01,Hobart,Greater Hobart,112.0,89.0,23.0
2022-01-01,Darwin,Greater Darwin,22.0,22.0,0.0
2022-01-01,ACT,Australian Capital Territory,86.0,85.0,1.0
2022-02-01,Sydney,Greater Sydney,3578.0,1314.0,2264.0
2022-02-01,Melbourne,Greater Melbourne,5601.0,2103.0,3498.0
2022-02-01,Brisbane,Greater Brisbane,1572.0,1045.0,527.0
2022-02-01,Adelaide,Greater Adelaide,940.0,567.0,373.0
2022-02-01,Perth,Greater Perth,959.0,949.0,10.0
2022-02-01,Hobart,Greater Hobart,167.0,126.0,41.0
2022-02-01,Darwin,Greater Darwin,34.0,34.0,0.0
2022-02-01,ACT,Australian Capital Territory,551.0,121.0,430.0
2022-03-01,Sydney,Greater Sydney,2744.0,1502.0,1242.0
2022-03-01,Melbourne,Greater Melbourne,3749.0,2285.0,1464.0
2022-03-01,Brisbane,Greater Brisbane,1520.0,1171.0,349.0
2022-03-01,Adelaide,Greater Adelaide,761.0,650.0,111.0
2022-03-01,Perth,Greater Perth,1198.0,1116.0,82.0
2022-03-01,Hobart,Greater Hobart,97.0,95.0,2.0
2022-03-01,Darwin,Greater Darwin,37.0,37.0,0.0
2022-03-01,ACT,Australian Capital Territory,872.0,141.0,731.0
2022-04-01,Sydney,Greater Sydney,2859.0,1229.0,1630.0
2022-04-01,Melbourne,Greater Melbourne,4123.0,1793.0,2330.0
2022-04-01,Brisbane,Greater Brisbane,1283.0,868.0,415.0
2022-04-01,Adelaide,Greater Adelaide,1080.0,550.0,530.0
2022-04-01,Perth,Greater Perth,1048.0,930.0,118.0
2022-04-01,Hobart,Greater Hobart,82.0,77.0,5.0
2022-04-01,Darwin,Greater Darwin,19.0,19.0,0.0
2022-04-01,ACT,Australian Capital Territory,118.0,82.0,36.0
2022-05-01,Sydney,Greater Sydney,3069.0,1293.0,1776.0
2022-05-01,Melbourne,Greater Melbourne,3594.0,1950.0,1644.0
2022-05-01,Brisbane,Greater Brisbane,1960.0,1124.0,836.0
2022-05-01,Adelaide,Greater Adelaide,938.0,666.0,272.0
2022-05-01,Perth,Greater Perth,1843.0,1152.0,691.0
2022-05-01,Hobart,Greater Hobart,113.0,113.0,0.0
2022-05-01,Darwin,Greater Darwin,31.0,29.0,2.0
2022-05-01,ACT,Australian Capital Territory,871.0,107.0,764.0
2022-06-01,Sydney,Greater Sydney,2680.0,1423.0,1257.0
2022-06-01,Melbourne,Greater Melbourne,4164.0,2219.0,1945.0
2022-06-01,Brisbane,Greater Brisbane,1608.0,1066.0,542.0
2022-06-01,Adelaide,Greater Adelaide,763.0,627.0,136.0
2022-06-01,Perth,Greater Perth,1614.0,1080.0,534.0
2022-06-01,Hobart,Greater Hobart,131.0,95.0,36.0
2022-06-01,Darwin,Greater Darwin,30.0,27.0,3.0
2022-06-01,ACT,Australian Capital Territory,533.0,146.0,387.0
2022-07-01,Sydney,Greater Sydney,2408.0,1338.0,1070.0
2022-07-01,Melbourne,Greater Melbourne,3257.0,2201.0,1056.0
2022-07-01,Brisbane,Greater Brisbane,1309.0,906.0,403.0
2022-07-01,Adelaide,Greater Adelaide,918.0,674.0,244.0
2022-07-01,Perth,Greater Perth,1032.0,985.0,47.0
2022-07-01,Hobart,Greater Hobart,134.0,134.0,0.0
2022-07-01,Darwin,Greater Darwin,29.0,29.0,0.0
2022-07-01,ACT,Australian Capital Territory,249.0,111.0,138.0
2022-08-01,Sydney,Greater Sydney,3924.0,1542.0,2382.0
2022-08-01,Melbourne,Greater Melbourne,4486.0,2502.0,1984.0
2022-08-01,Brisbane,Greater Brisbane,1625.0,1080.0,545.0
2022-08-01,Adelaide,Greater Adelaide,1005.0,696.0,309.0
2022-08-01,Perth,Greater Perth,1331.0,1086.0,245.0
2022-08-01,Hobart,Greater Hobart,205.0,148.0,57.0
2022-08-01,Darwin,Greater Darwin,47.0,46.0,1.0
2022-08-01,ACT,Australian Capital Territory,266.0,174.0,92.0
2022-09-01,Sydney,Greater Sydney,4573.0,1274.0,3299.0
2022-09-01,Melbourne,Greater Melbourne,4305.0,2168.0,2137.0
2022-09-01,Brisbane,Greater Brisbane,1666.0,1099.0,567.0
2022-09-01,Adelaide,Greater Adelaide,737.0,641.0,96.0
2022-09-01,Perth,Greater Perth,946.0,881.0,65.0
2022-09-01,Hobart,Greater Hobart,89.0,89.0,0.0
2022-09-01,Darwin,Greater Darwin,39.0,37.0,2.0
2022-09-01,ACT,Australian Capital Territory,459.0,79.0,380.0
2022-10-01,Sydney,Greater Sydney,2548.0,1226.0,1322.0
2022-10-01,Melbourne,Greater Melbourne,4533.0,2164.0,2369.0
2022-10-01,Brisbane,Greater Brisbane,1482.0,1030.0,452.0
2022-10-01,Adelaide,Greater Adelaide,885.0,593.0,292.0
2022-10-01,Perth,Greater Perth,1031.0,807.0,224.0
2022-10-01,Hobart,Greater Hobart,60.0,58.0,2.0
2022-10-01,Darwin,Greater Darwin,42.0,41.0,1.0
2022-10-01,ACT,Australian Capital Territory,294.0,103.0,191.0
2022-11-01,Sydney,Greater Sydney,2197.0,1378.0,819.0
2022-11-01,Melbourne,Greater Melbourne,4070.0,2094.0,1976.0
2022-11-01,Brisbane,Greater Brisbane,2595.0,1167.0,1428.0
2022-11-01,Adelaide,Greater Adelaide,1170.0,715.0,455.0
2022-11-01,Perth,Greater Perth,974.0,942.0,32.0
2022-11-01,Hobart,Greater Hobart,254.0,215.0,39.0
2022-11-01,Darwin,Greater Darwin,46.0,44.0,2.0
2022-11-01,ACT,Australian Capital Territory,648.0,85.0,563.0
2022-12-01,Sydney,Greater Sydney,3908.0,1053.0,2855.0
2022-12-01,Melbourne,Greater Melbourne,4577.0,1651.0,2926.0
2022-12-01,Brisbane,Greater Brisbane,1494.0,923.0,571.0
2022-12-01,Adelaide,Greater Adelaide,672.0,518.0,154.0
2022-12-01,Perth,Greater Perth,820.0,788.0,32.0
2022-12-01,Hobart,Greater Hobart,75.0,75.0,0.0
2022-12-01,Darwin,Greater Darwin,23.0,23.0,0.0
2022-12-01,ACT,Australian Capital Territory,620.0,86.0,534.0
2023-01-01,Sydney,Greater Sydney,998.0,673.0,325.0
2023-01-01,Melbourne,Greater Melbourne,2166.0,1193.0,973.0
2023-01-01,Brisbane,Greater Brisbane,1464.0,715.0,749.0
2023-01-01,Adelaide,Greater Adelaide,504.0,391.0,113.0
2023-01-01,Perth,Greater Perth,719.0,648.0,71.0
2023-01-01,Hobart,Greater Hobart,47.0,47.0,0.0
2023-01-01,Darwin,Greater Darwin,20.0,20.0,0.0
2023-01-01,ACT,Australian Capital Territory,262.0,42.0,220.0
